2023-05-14-19-36-05,stress,111bpm,0.0Hz,0.0dBm,0.0%,50%
2023-05-14-19-36-06,stress,110bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-07,stress,111bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-08,stress,110bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-09,stress,110bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-10,stress,108bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-11,stress,108bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-12,stress,109bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-13,stress,110bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-14,stress,111bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-15,stress,114bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-16,stress,113bpm,-1.0Hz,10.0dBm,100.0%,50%
2023-05-14-19-36-17,stress,114bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-18,stress,112bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-19,stress,114bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-20,stress,114bpm,-1.0Hz,88.0dBm,100.0%,50%
2023-05-14-19-36-21,stress,114bpm,-1.0Hz,0.0dBm,100.0%,50%
2023-05-14-19-36-22,calm,0bpm,-1.0Hz,4.0dBm,100.0%,100%
2023-05-14-19-36-23,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-24,stress,0bpm,241.0Hz,0.0dBm,5.3395567%,50%
2023-05-14-19-36-25,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-26,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-27,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-28,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-29,calm,0bpm,-1.0Hz,1.0dBm,100.0%,100%
2023-05-14-19-36-30,calm,0bpm,-1.0Hz,2.0dBm,100.0%,100%
2023-05-14-19-36-31,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-32,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-33,stress,0bpm,180.0Hz,74.0dBm,4.452175%,67%
2023-05-14-19-36-34,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-35,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-36,calm,0bpm,-1.0Hz,4.0dBm,100.0%,100%
2023-05-14-19-36-37,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-38,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-39,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-40,calm,0bpm,-1.0Hz,33.0dBm,100.0%,100%
2023-05-14-19-36-41,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-42,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-43,calm,0bpm,-1.0Hz,4.0dBm,100.0%,100%
2023-05-14-19-36-44,calm,0bpm,-1.0Hz,1.0dBm,100.0%,100%
2023-05-14-19-36-45,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-46,calm,0bpm,-1.0Hz,3.0dBm,100.0%,100%
2023-05-14-19-36-47,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-48,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-49,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-50,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-51,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-52,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-53,calm,0bpm,-1.0Hz,4.0dBm,100.0%,100%
2023-05-14-19-36-54,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-55,stress,0bpm,240.0Hz,68.0dBm,3.869903%,50%
2023-05-14-19-36-56,stress,0bpm,269.0Hz,45.0dBm,13.477362%,67%
2023-05-14-19-36-57,calm,0bpm,-1.0Hz,0.0dBm,100.0%,100%
2023-05-14-19-36-58,stress,0bpm,-1.0Hz,47.0dBm,100.0%,67%
2023-05-14-19-36-59,stress,0bpm,188.0Hz,30.0dBm,7.3891997%,67%
