2023-05-16-15-49-55,stress,0bpm,-1.0Hz,61.0dBm,100.0%,50%
2023-05-16-15-49-56,stress,0bpm,-1.0Hz,50.0dBm,100.0%,50%
2023-05-16-15-49-57,stress,0bpm,117.0Hz,52.0dBm,13.152957%,50%
2023-05-16-15-49-58,calm,0bpm,-1.0Hz,33.0dBm,100.0%,100%
2023-05-16-15-49-59,stress,0bpm,-1.0Hz,82.0dBm,100.0%,50%
2023-05-16-15-50-00,stress,0bpm,-1.0Hz,48.0dBm,100.0%,67%
2023-05-16-15-50-01,stress,0bpm,-1.0Hz,53.0dBm,100.0%,50%
2023-05-16-15-50-02,stress,0bpm,-1.0Hz,42.0dBm,100.0%,67%
2023-05-16-15-50-03,stress,0bpm,440.0Hz,60.0dBm,17.100502%,50%
2023-05-16-15-50-04,stress,0bpm,-1.0Hz,63.0dBm,100.0%,50%
2023-05-16-15-50-05,stress,0bpm,-1.0Hz,86.0dBm,100.0%,50%
2023-05-16-15-50-06,calm,0bpm,-1.0Hz,30.0dBm,100.0%,100%
2023-05-16-15-50-07,stress,0bpm,109.0Hz,43.0dBm,6.4285517%,67%
2023-05-16-15-50-08,stress,0bpm,-1.0Hz,54.0dBm,100.0%,50%
2023-05-16-15-50-09,calm,0bpm,-1.0Hz,26.0dBm,100.0%,100%
2023-05-16-15-50-10,stress,0bpm,260.0Hz,26.0dBm,19.688046%,50%
2023-05-16-15-50-11,calm,0bpm,-1.0Hz,32.0dBm,100.0%,100%
2023-05-16-15-50-12,calm,0bpm,74.0Hz,34.0dBm,19.788038%,100%
2023-05-16-15-50-13,calm,0bpm,-1.0Hz,16.0dBm,100.0%,100%
2023-05-16-15-50-14,calm,0bpm,-1.0Hz,22.0dBm,100.0%,100%
2023-05-16-15-50-15,stress,0bpm,-1.0Hz,47.0dBm,100.0%,67%
2023-05-16-15-50-16,calm,0bpm,-1.0Hz,11.0dBm,100.0%,100%
2023-05-16-15-50-17,calm,0bpm,-1.0Hz,16.0dBm,100.0%,100%
2023-05-16-15-50-18,calm,0bpm,-1.0Hz,14.0dBm,100.0%,100%
2023-05-16-15-50-19,calm,0bpm,-1.0Hz,8.0dBm,100.0%,100%
2023-05-16-15-50-20,stress,0bpm,-1.0Hz,53.0dBm,100.0%,50%
2023-05-16-15-50-21,calm,0bpm,-1.0Hz,20.0dBm,100.0%,100%
2023-05-16-15-50-22,stress,0bpm,222.0Hz,25.0dBm,13.267583%,50%
2023-05-16-15-50-23,calm,0bpm,-1.0Hz,9.0dBm,100.0%,100%
2023-05-16-15-50-24,calm,0bpm,-1.0Hz,10.0dBm,100.0%,100%
2023-05-16-15-50-25,stress,0bpm,-1.0Hz,43.0dBm,100.0%,67%
2023-05-16-15-50-26,calm,0bpm,-1.0Hz,25.0dBm,100.0%,100%
2023-05-16-15-50-27,calm,0bpm,-1.0Hz,15.0dBm,100.0%,100%
2023-05-16-15-50-28,calm,0bpm,-1.0Hz,15.0dBm,100.0%,100%
2023-05-16-15-50-29,calm,0bpm,-1.0Hz,10.0dBm,100.0%,100%
2023-05-16-15-50-30,stress,0bpm,-1.0Hz,62.0dBm,100.0%,50%
2023-05-16-15-50-31,calm,0bpm,-1.0Hz,18.0dBm,100.0%,100%
2023-05-16-15-50-32,stress,0bpm,185.0Hz,84.0dBm,7.9178276%,67%
2023-05-16-15-50-33,calm,0bpm,-1.0Hz,25.0dBm,100.0%,100%
2023-05-16-15-50-34,stress,0bpm,-1.0Hz,33.0dBm,100.0%,67%
2023-05-16-15-50-35,stress,0bpm,-1.0Hz,48.0dBm,100.0%,67%
2023-05-16-15-50-36,stress,0bpm,179.0Hz,57.0dBm,17.676651%,67%
2023-05-16-15-50-37,calm,0bpm,-1.0Hz,33.0dBm,100.0%,100%
2023-05-16-15-50-38,calm,0bpm,-1.0Hz,20.0dBm,100.0%,100%
2023-05-16-15-50-39,calm,0bpm,-1.0Hz,14.0dBm,100.0%,100%
2023-05-16-15-50-40,calm,0bpm,-1.0Hz,18.0dBm,100.0%,100%
2023-05-16-15-50-41,calm,0bpm,-1.0Hz,9.0dBm,100.0%,100%
2023-05-16-15-50-42,calm,0bpm,-1.0Hz,29.0dBm,100.0%,100%
2023-05-16-15-50-43,calm,0bpm,-1.0Hz,11.0dBm,100.0%,100%
2023-05-16-15-50-44,calm,0bpm,-1.0Hz,17.0dBm,100.0%,100%
2023-05-16-15-50-45,calm,0bpm,-1.0Hz,33.0dBm,100.0%,100%
2023-05-16-15-50-46,calm,0bpm,-1.0Hz,11.0dBm,100.0%,100%
2023-05-16-15-50-47,calm,0bpm,-1.0Hz,17.0dBm,100.0%,100%
2023-05-16-15-50-48,calm,0bpm,-1.0Hz,14.0dBm,100.0%,100%
2023-05-16-15-50-49,calm,0bpm,-1.0Hz,22.0dBm,100.0%,100%
2023-05-16-15-50-50,calm,0bpm,-1.0Hz,21.0dBm,100.0%,100%
2023-05-16-15-50-51,calm,0bpm,-1.0Hz,15.0dBm,100.0%,100%
2023-05-16-15-50-52,calm,0bpm,-1.0Hz,25.0dBm,100.0%,100%
2023-05-16-15-50-53,calm,0bpm,-1.0Hz,12.0dBm,100.0%,100%
2023-05-16-15-50-54,calm,0bpm,-1.0Hz,9.0dBm,100.0%,100%
2023-05-16-15-50-55,calm,0bpm,-1.0Hz,29.0dBm,100.0%,100%
2023-05-16-15-50-56,calm,0bpm,-1.0Hz,15.0dBm,100.0%,100%
2023-05-16-15-50-57,calm,0bpm,-1.0Hz,23.0dBm,100.0%,100%
2023-05-16-15-50-58,calm,0bpm,-1.0Hz,7.0dBm,100.0%,100%
2023-05-16-15-50-59,calm,0bpm,-1.0Hz,9.0dBm,100.0%,100%
2023-05-16-15-51-00,calm,0bpm,-1.0Hz,15.0dBm,100.0%,100%
2023-05-16-15-51-01,stress,0bpm,-1.0Hz,41.0dBm,100.0%,67%
2023-05-16-15-51-02,calm,0bpm,-1.0Hz,4.0dBm,100.0%,100%
2023-05-16-15-51-03,stress,0bpm,191.0Hz,89.0dBm,12.347704%,67%
2023-05-16-15-51-04,calm,0bpm,-1.0Hz,5.0dBm,100.0%,100%
2023-05-16-15-51-05,calm,0bpm,-1.0Hz,13.0dBm,100.0%,100%
2023-05-16-15-51-06,calm,0bpm,-1.0Hz,14.0dBm,100.0%,100%
2023-05-16-15-51-07,stress,86bpm,-1.0Hz,9.0dBm,100.0%,67%
2023-05-16-15-51-08,stress,87bpm,-1.0Hz,13.0dBm,100.0%,67%
